overall,potential,age,height_cm,weight_kg,nationality_name,club_name,value_eur,wage_eur,preferred_foot,player_positions,short_name
82,87,26,187,79,Croatia,Dinamo Zagreb,35000000.0,1000.0,Right,GK,D. Livaković
82,87,23,179,72,Spain,RB Leipzig,46000000.0,78000.0,Right,"CAM, CF",Dani Olmo
81,81,39,179,75,Spain,Real Betis Balompié,8500000.0,23000.0,Right,"RM, LM",Joaquín
81,81,35,188,77,Turkey,LOSC Lille,11000000.0,39000.0,Right,ST,B. Yılmaz
81,81,34,177,70,Portugal,Orlando City Soccer Club,12000000.0,14000.0,Right,"LW, LM",Nani
81,81,35,189,85,France,Tigres U.A.N.L.,11000000.0,50000.0,Right,"ST, CF",A. Gignac
81,81,31,185,78,Mexico,Atlético de Madrid,21000000.0,63000.0,Right,CM,H. Herrera
81,81,34,189,82,Italy,U.S. Sassuolo Calcio,4400000.0,32000.0,Right,GK,A. Consigli
81,81,36,185,82,France,Olympique de Marseille,2900000.0,24000.0,Right,GK,S. Mandanda
81,81,33,186,89,Argentina,Inter Miami CF,16500000.0,14000.0,Right,ST,G. Higuaín
81,81,37,191,84,Portugal,LOSC Lille,4600000.0,30000.0,Right,CB,José Fonte
81,81,34,189,86,Belgium,SL Benfica,8500000.0,18000.0,Left,CB,J. Vertonghen
81,81,34,179,78,Brazil,Lazio,9000000.0,64000.0,Right,CDM,Lucas Leiva
81,81,34,190,86,Spain,Sporting CP,4400000.0,14000.0,Left,GK,Adán
81,81,32,186,80,Croatia,Inter,20500000.0,105000.0,Left,"LM, LW, LWB",I. Perišić
81,81,34,180,75,Chile,Inter,12000000.0,105000.0,Right,CM,A. Vidal
81,81,33,180,76,Germany,1. FC Union Berlin,16500000.0,45000.0,Left,"CF, CAM",M. Kruse
81,81,32,192,83,Austria,Bologna,21000000.0,48000.0,Right,ST,M. Arnautović
81,81,33,174,76,Ukraine,Shakhtar Donetsk,16000000.0,2000.0,Left,"CAM, RM",Marlos
81,81,30,180,74,France,LOSC Lille,21500000.0,43000.0,Right,"CDM, CM",B. André
81,81,33,183,76,Argentina,SL Benfica,12500000.0,18000.0,Right,CB,N. Otamendi
81,81,29,182,79,Denmark,Sevilla FC,22000000.0,34000.0,Left,"CDM, CM",T. Delaney
81,81,30,182,78,Spain,Levante Unión Deportiva,17000000.0,28000.0,Right,GK,Aitor
81,81,29,181,83,Algeria,OGC Nice,25500000.0,49000.0,Right,ST,A. Delort
81,81,30,178,66,Slovenia,RB Leipzig,24500000.0,83000.0,Right,"CM, CDM",K. Kampl
81,81,28,178,73,England,Aston Villa,26500000.0,90000.0,Right,ST,D. Ings
81,81,31,177,72,Portugal,SL Benfica,21000000.0,19000.0,Right,"CM, RM",Pizzi
81,81,31,171,67,Spain,Unión Deportiva Las Palmas,21500000.0,15000.0,Right,CAM,Jonathan Viera
81,81,29,180,75,Colombia,Everton,25500000.0,105000.0,Left,"RW, CAM, CM",J. Rodríguez
81,81,29,184,78,Brazil,Juventus,22500000.0,83000.0,Right,"RB, LB, CB",Danilo
81,81,29,178,68,Spain,FC Barcelona,22500000.0,140000.0,Right,"RB, CM, RM",Sergi Roberto
81,81,32,185,83,Netherlands,Valencia CF,13000000.0,33000.0,Right,GK,J. Cillessen
81,81,29,182,75,Netherlands,Ajax,25500000.0,26000.0,Left,RW,S. Berghuis
81,81,27,175,70,Spain,Villarreal CF,28000000.0,45000.0,Right,ST,Paco Alcácer
81,81,31,180,76,Spain,Real Madrid CF,17500000.0,140000.0,Right,"CB, RB, LB",Nacho Fernández
81,81,29,188,83,Portugal,Paris Saint-Germain,22000000.0,85000.0,Right,"CDM, CM",Danilo Pereira
81,81,28,174,70,Brazil,Tottenham Hotspur,26000000.0,105000.0,Right,"RM, CF",Lucas Moura
81,81,33,188,84,Argentina,FC Porto,8500000.0,14000.0,Right,GK,A. Marchesín
81,82,28,188,81,England,Burnley,24500000.0,46000.0,Right,CB,J. Tarkowski
81,81,30,173,67,Italy,AC Milan,22000000.0,58000.0,Right,"RB, RWB",A. Florenzi
81,81,32,188,85,Czech Republic,Olympiacos CFP,13000000.0,2000.0,Right,GK,T. Vaclík
81,84,26,190,95,France,West Ham United,30000000.0,75000.0,Right,CB,K. Zouma
81,81,30,182,77,Spain,Athletic Club de Bilbao,21000000.0,33000.0,Left,CB,Iñigo Martínez
81,82,28,186,87,Hungary,RB Leipzig,24500000.0,79000.0,Right,CB,W. Orban
81,82,27,186,78,Poland,Olympique de Marseille,30000000.0,81000.0,Left,ST,A. Milik
81,84,26,173,66,England,Southampton,33500000.0,69000.0,Right,CM,J. Ward-Prowse
81,83,27,184,78,Italy,Cagliari,23500000.0,32000.0,Right,GK,A. Cragno
81,81,31,172,63,Bosnia and Herzegovina,İstanbul Başakşehir FK,21500000.0,50000.0,Right,"RM, RW",E. Višća
81,82,27,184,74,Germany,VfL Wolfsburg,26500000.0,66000.0,Left,"CDM, CM",M. Arnold
81,83,27,180,75,Argentina,Paris Saint-Germain,28000000.0,81000.0,Right,"CDM, CM",L. Paredes
81,81,26,186,76,Belgium,Real Sociedad,28000000.0,45000.0,Left,"RW, RM",A. Januzaj
81,81,29,177,76,Sweden,RB Leipzig,25500000.0,87000.0,Right,"CAM, CF",E. Forsberg
81,82,27,181,84,Italy,Torino F.C.,30000000.0,61000.0,Right,ST,A. Belotti
81,81,30,173,70,Spain,Real Madrid CF,25000000.0,170000.0,Right,"RW, RB, RM",Lucas Vázquez
81,81,28,169,62,Brazil,Manchester United,22500000.0,120000.0,Left,"CDM, CM",Fred
81,82,26,192,80,France,Juventus,30000000.0,87000.0,Left,"CM, CDM",A. Rabiot
81,84,27,191,91,Portugal,Real Betis Balompié,25500000.0,24000.0,Right,GK,Rui Silva
81,82,27,180,75,Poland,Napoli,29500000.0,74000.0,Right,"CM, CAM",P. Zieliński
81,82,26,172,71,Portugal,FC Porto,30500000.0,19000.0,Right,"LM, RM, CM",Otávio
81,81,28,174,74,Venezuela,Granada CF,26000000.0,34000.0,Right,"LM, RM, ST",D. Machís
81,84,25,184,76,France,Manchester United,34500000.0,130000.0,Right,"ST, LM",A. Martial
81,83,27,191,78,Greece,SL Benfica,23500000.0,14000.0,Right,GK,O. Vlachodimos
81,85,25,185,83,Germany,Borussia Dortmund,36000000.0,64000.0,Right,"CAM, CM, CF",J. Brandt
81,83,27,191,93,Argentina,Atalanta,23500000.0,44000.0,Right,GK,J. Musso
81,82,26,189,75,Argentina,Inter,31000000.0,76000.0,Right,"CF, ST, CAM",J. Correa
81,82,27,186,80,Spain,Athletic Club de Bilbao,30000000.0,39000.0,Right,"ST, RW",Iñaki Williams
81,81,27,171,67,Italy,Napoli,27500000.0,74000.0,Left,"RM, RW",M. Politano
81,81,33,180,70,Spain,Levante Unión Deportiva,16500000.0,41000.0,Right,"ST, LM",Morales
81,82,29,178,72,Togo,Getafe CF,24000000.0,36000.0,Right,CB,D. Djené
81,81,27,185,72,Netherlands,Atalanta,25000000.0,55000.0,Right,"RWB, RB, RM",H. Hateboer
81,81,32,190,80,Slovakia,Newcastle United,13000000.0,40000.0,Right,GK,M. Dúbravka
81,86,24,184,74,Netherlands,Manchester United,38500000.0,110000.0,Right,"CM, CAM, CDM",D. van de Beek
81,85,24,187,71,England,Everton,37500000.0,90000.0,Right,ST,D. Calvert-Lewin
81,82,25,175,70,Mexico,Napoli,31000000.0,77000.0,Right,"RW, LW",H. Lozano
81,82,28,192,85,Spain,Getafe CF,20500000.0,30000.0,Right,GK,David Soria
81,85,25,178,72,England,Leeds United,32500000.0,82000.0,Right,"CDM, CM, CB",K. Phillips
81,86,24,179,68,Portugal,Valencia CF,39000000.0,39000.0,Right,"LM, ST, CF",Gonçalo Guedes
81,85,24,180,72,Austria,RB Leipzig,33500000.0,65000.0,Right,"CDM, CM, RB",K. Laimer
81,82,26,183,73,Côte d'Ivoire,Arsenal,30500000.0,95000.0,Left,"RM, RW",N. Pépé
81,85,23,187,84,France,RB Leipzig,34500000.0,65000.0,Right,"RWB, CB, RM",N. Mukiele
81,85,25,177,68,Argentina,Tottenham Hotspur,35500000.0,95000.0,Left,"CM, CAM",G. Lo Celso
81,84,26,191,83,Spain,Real Sociedad,26000000.0,31000.0,Right,GK,Álex Remiro
81,83,26,182,79,Spain,Athletic Club de Bilbao,28000000.0,33000.0,Right,CB,Yeray
81,86,25,186,77,Italy,Roma,38000000.0,61000.0,Right,"CAM, CM, CDM",L. Pellegrini
81,81,25,181,82,Brazil,Clube Atlético Mineiro,25000000.0,41000.0,Right,"CB, CDM",Juiano Mestres
81,81,29,172,68,Brazil,RB Bragantino,22500000.0,24000.0,Left,"LWB, LB",Adryan Zonta
81,81,21,175,70,Brazil,Sport Club Corinthians Paulista,27000000.0,26000.0,Right,"CDM, CM, CAM",Rosberto Dourado
81,81,29,188,83,Brazil,RB Bragantino,25500000.0,28000.0,Right,"ST, CF",Louri Beretta
81,81,21,178,69,Brazil,Clube Atlético Mineiro,27500000.0,31000.0,Left,"LB, LM",Welington Dano
81,81,29,184,79,Brazil,Flamengo,25500000.0,56000.0,Right,ST,Oswaldinato
81,81,28,181,79,Ukraine,Atalanta,26500000.0,68000.0,Left,"CF, CM",R. Malinovskyi
81,86,23,179,72,France,RB Leipzig,39000000.0,72000.0,Right,"CAM, CM, CF",C. Nkunku
81,86,23,180,72,Brazil,Olympique Lyonnais,38500000.0,65000.0,Left,"CM, CAM",Lucas Paquetá
81,88,24,180,76,Spain,Valencia CF,51500000.0,39000.0,Right,"CM, RM, LM",Carlos Soler
81,84,23,180,66,England,Leicester City,35000000.0,95000.0,Right,"LM, LW",H. Barnes
81,86,23,175,70,France,Olympique Lyonnais,38500000.0,65000.0,Right,"CM, CAM",H. Aouar
81,81,27,174,67,Italy,Lazio,25000000.0,64000.0,Right,RWB,M. Lazzari
81,86,21,178,87,England,Chelsea,37000000.0,76000.0,Right,"RWB, RB",R. James
81,87,22,172,66,Spain,Brighton & Hove Albion,41500000.0,63000.0,Left,"LM, LB",Cucurella
81,88,23,173,65,Portugal,Sporting CP,51500000.0,19000.0,Right,"RW, CM",Pedro Gonçalves
81,88,21,170,68,France,Bayer 04 Leverkusen,52500000.0,52000.0,Left,"LW, RW",M. Diaby
81,84,24,178,68,Spain,Tottenham Hotspur,32500000.0,79000.0,Left,LB,Reguilón
81,88,22,194,85,Burkina Faso,Bayer 04 Leverkusen,48500000.0,49000.0,Right,CB,E. Tapsoba
81,89,21,186,75,Sweden,Juventus,58000000.0,72000.0,Left,"RW, CF",D. Kulusevski
81,86,23,173,70,Brazil,Atlético de Madrid,36500000.0,49000.0,Left,LB,Renan Lodi
81,91,18,174,61,Spain,FC Barcelona,54000000.0,51000.0,Right,CM,Pedri
80,80,43,192,92,Italy,Parma,2300000.0,18000.0,Right,GK,G. Buffon
80,80,35,190,85,Mexico,Club América,2300000.0,27000.0,Right,GK,G. Ochoa
80,80,35,186,78,Russia,PFC CSKA Moscow,2300000.0,26000.0,Right,GK,I. Akinfeev
80,80,34,170,61,Portugal,Wolverhampton Wanderers,9500000.0,88000.0,Right,CM,João Moutinho
80,80,33,188,77,Northern Ireland,Leicester City,10000000.0,95000.0,Right,CB,J. Evans
80,80,34,184,83,Spain,Athletic Club de Bilbao,10500000.0,36000.0,Right,"ST, CAM",Raúl García
80,80,33,183,73,Slovakia,Trabzonspor,13000000.0,35000.0,Right,"CM, CDM, CAM",M. Hamšík
80,80,32,181,74,Denmark,Valencia CF,14500000.0,38000.0,Right,"RB, RM, CM",D. Wass
80,80,33,193,87,Belgium,Club Brugge KV,7000000.0,24000.0,Right,GK,S. Mignolet
80,80,33,174,75,Brazil,Real Madrid CF,11000000.0,135000.0,Left,LB,Marcelo
80,80,34,175,77,France,Olympique de Marseille,10000000.0,51000.0,Right,"LW, CAM",D. Payet
80,80,34,189,94,Morocco,Fatih Karagümrük S.K.,7000000.0,19000.0,Right,CB,M. Benatia
80,80,35,180,77,Spain,Real Sociedad,6500000.0,26000.0,Left,LB,Nacho Monreal
80,80,33,176,65,Belgium,Royal Antwerp FC,13000000.0,29000.0,Right,"CAM, CM, CF",R. Nainggolan
80,80,35,187,78,Uruguay,Cagliari,5500000.0,27000.0,Right,CB,D. Godín
80,80,35,190,74,Uruguay,Galatasaray SK,2300000.0,32000.0,Right,GK,F. Muslera
80,80,33,191,86,Italy,West Ham United,10000000.0,70000.0,Left,CB,A. Ogbonna
80,80,32,168,62,Chile,Inter,17000000.0,105000.0,Right,"CF, ST",A. Sánchez
80,80,34,178,73,Spain,Fiorentina,10000000.0,61000.0,Right,"RM, RW",José Callejón
80,80,30,183,76,Wales,Juventus,20000000.0,81000.0,Right,"CM, CAM, LM",A. Ramsey
80,80,30,185,75,Italy,Atalanta,17500000.0,51000.0,Right,CB,Rafael Tolói
80,80,30,187,85,Switzerland,Borussia Dortmund,14000000.0,46000.0,Right,GK,R. Bürki
80,80,30,176,74,France,Villarreal CF,20000000.0,39000.0,Right,"CM, CDM, RM",F. Coquelin
80,80,34,190,80,Spain,Crystal Palace,3600000.0,48000.0,Right,GK,Guaita
80,80,30,173,71,Argentina,Boca Juniors,20500000.0,23000.0,Right,"RM, RW",E. Salvio
80,80,30,182,77,Argentina,Udinese Calcio,20000000.0,23000.0,Right,"CM, LM, CF",R. Pereyra
80,80,35,178,77,Argentina,River Plate,6000000.0,15000.0,Right,"CDM, CM",E. Pérez
80,80,32,170,69,Uruguay,Seattle Sounders FC,16500000.0,12000.0,Left,CAM,N. Lodeiro
80,80,31,187,84,Poland,,,,Right,"CDM, CM",G. Krychowiak
80,82,28,188,77,Italy,Juventus,18000000.0,64000.0,Right,GK,M. Perin
80,80,29,181,78,Portugal,FC Porto,20500000.0,19000.0,Right,CM,Sérgio Oliveira
80,80,30,184,73,Spain,Real Betis Balompié,17500000.0,28000.0,Right,"CB, CDM",Bartra
80,80,29,174,70,Spain,Sporting CP,20500000.0,95000.0,Left,"RW, CAM",Pablo Sarabia
80,80,30,182,74,Congo DR,Beijing Guoan FC,20500000.0,30000.0,Right,ST,C. Bakambu
80,80,32,171,68,Chile,Bayer 04 Leverkusen,14000000.0,53000.0,Right,"CDM, CM",C. Aránguiz
80,80,29,184,73,Brazil,Cagliari,21000000.0,46000.0,Right,"CF, ST, CAM",João Pedro
80,80,31,177,86,Brazil,Shakhtar Donetsk,15500000.0,1000.0,Left,LB,Ismaily
80,81,29,184,78,Algeria,Villarreal CF,19500000.0,37000.0,Right,CB,A. Mandi
80,80,28,174,71,Brazil,Paris Saint-Germain,21000000.0,86000.0,Left,"CM, CAM",Rafinha
80,80,28,184,83,Austria,Eintracht Frankfurt,18000000.0,34000.0,Left,CB,M. Hinteregger
80,80,29,180,80,Switzerland,Atalanta,20500000.0,58000.0,Right,CM,R. Freuler
80,81,27,187,77,Germany,Paris Saint-Germain,24500000.0,83000.0,Right,"CAM, LW, CM",J. Draxler
80,80,29,172,71,Germany,Napoli,18000000.0,66000.0,Right,"CDM, CM",D. Demme
80,80,29,181,76,Croatia,Atlético de Madrid,18500000.0,56000.0,Right,"RB, RM",Š. Vrsaljko
80,80,29,170,63,Spain,Toronto FC,20500000.0,13000.0,Right,"CAM, ST",Pozuelo
80,80,28,183,70,Greece,Olympiacos CFP,21000000.0,2000.0,Right,"CAM, LW, RW",K. Fortounis
80,80,33,182,71,Israel,PSV,13500000.0,26000.0,Right,ST,E. Zahavi
80,80,28,179,70,France,Tigres U.A.N.L.,21000000.0,64000.0,Left,"RW, RM",F. Thauvin
80,80,27,182,75,France,FC Barcelona,19500000.0,125000.0,Left,CB,S. Umtiti
80,80,29,172,69,France,Montpellier Hérault SC,20500000.0,35000.0,Right,"CM, CAM",T. Savanier
80,81,27,190,82,Côte d'Ivoire,Ajax,24500000.0,23000.0,Right,ST,S. Haller
80,80,31,192,84,Morocco,Sporting CP,14500000.0,17000.0,Left,CB,Z. Feddal
80,81,30,194,83,Argentina,CF Monterrey,16000000.0,43000.0,Right,GK,E. Andrada
80,81,28,191,82,England,Everton,20000000.0,84000.0,Right,CB,M. Keane
80,80,30,179,74,Spain,Levante Unión Deportiva,20500000.0,38000.0,Right,ST,Roger
80,80,28,170,69,Venezuela,Atlanta United,21500000.0,14000.0,Right,ST,J. Martínez
80,80,29,174,72,Netherlands,Spartak Moskva,20500000.0,68000.0,Right,"CAM, LW",Q. Promes
80,81,27,181,78,France,Stade Rennais FC,24500000.0,59000.0,Left,"ST, RM",G. Laborde
80,82,29,186,81,Spain,Deportivo Alavés,17500000.0,25000.0,Left,GK,Pacheco
80,81,27,170,70,Spain,Wolverhampton Wanderers,22000000.0,81000.0,Right,"LWB, RWB",Jonny
80,82,25,188,80,England,Tottenham Hotspur,26500000.0,90000.0,Right,"CAM, CM",D. Alli
80,83,26,193,78,Albania,Lazio,21000000.0,48000.0,Right,GK,T. Strakosha
80,81,27,177,77,Germany,PSV,22000000.0,22000.0,Left,LB,P. Max
80,80,28,179,73,Portugal,SL Benfica,21000000.0,19000.0,Right,"CM, CAM",João Mário
80,85,25,187,81,Denmark,Chelsea,28000000.0,95000.0,Right,CB,A. Christensen
80,80,34,189,88,Argentina,River Plate,3600000.0,17000.0,Right,GK,F. Armani
80,82,28,191,93,Argentina,OGC Nice,18000000.0,32000.0,Right,GK,W. Benítez
80,80,29,189,84,Argentina,Villarreal CF,14500000.0,31000.0,Right,GK,G. Rulli
80,80,29,175,75,Spain,Athletic Club de Bilbao,18500000.0,32000.0,Right,RB,Capa
80,80,27,183,83,Italy,Napoli,20500000.0,63000.0,Right,RB,G. Di Lorenzo
80,81,26,181,81,France,FC Bayern München,24500000.0,78000.0,Right,"CM, CDM",C. Tolisso
80,80,29,173,68,Spain,RCD Espanyol de Barcelona,20500000.0,26000.0,Right,"RM, LM, ST",Embarba
80,83,26,184,80,Belgium,Olympique Lyonnais,24500000.0,64000.0,Right,CB,J. Denayer
80,83,26,172,64,Guinea,Liverpool,27500000.0,110000.0,Right,CM,N. Keïta
80,80,26,189,77,Spain,Olympique de Marseille,16500000.0,44000.0,Left,GK,Pau López
80,82,26,187,80,Sweden,Manchester United,23000000.0,105000.0,Right,CB,V. Lindelöf
80,84,25,187,88,Germany,RB Leipzig,26500000.0,67000.0,Right,"CB, RB, RWB",L. Klostermann
80,83,25,174,72,Brazil,SL Benfica,28000000.0,17000.0,Right,"LM, CAM",Everton
80,80,28,175,73,Austria,Borussia Mönchengladbach,19000000.0,34000.0,Right,RB,S. Lainer
80,80,27,177,79,Uruguay,Cruz Azul,23000000.0,79000.0,Right,"ST, LW",J. Rodríguez
80,84,25,166,60,Uruguay,Fiorentina,26500000.0,77000.0,Right,"CDM, CM",L. Torreira
80,80,28,187,86,Spain,Real Betis Balompié,21500000.0,34000.0,Right,ST,Borja Iglesias
80,81,26,183,74,Spain,Sevilla FC,24500000.0,33000.0,Right,"CM, CDM",Joan Jordán
80,83,25,175,70,France,LOSC Lille,28000000.0,42000.0,Right,LM,J. Bamba
80,81,25,175,73,Spain,Athletic Club de Bilbao,25000000.0,32000.0,Right,"RM, LM",Álex Berenguer
80,84,23,178,78,Netherlands,Tottenham Hotspur,30000000.0,82000.0,Right,"LM, LW, RM",S. Bergwijn
80,86,24,178,70,Scotland,Arsenal,31000000.0,69000.0,Left,"LB, CB, LWB",K. Tierney
80,84,23,175,70,Algeria,AC Milan,30000000.0,41000.0,Left,"CM, CDM",I. Bennacer
80,81,29,194,94,Serbia,Sevilla FC,16000000.0,26000.0,Left,GK,M. Dmitrović
80,85,24,175,64,Ukraine,Manchester City,29500000.0,95000.0,Left,"LB, CDM",O. Zinchenko
80,81,27,177,69,Portugal,Wolverhampton Wanderers,22000000.0,81000.0,Right,"RWB, RB",Nélson Semedo
80,83,25,187,91,Switzerland,Borussia Dortmund,25000000.0,54000.0,Right,CB,M. Akanji
80,86,24,191,81,Switzerland,Borussia Mönchengladbach,30500000.0,28000.0,Right,"CDM, CB",D. Zakaria
80,84,25,190,77,Italy,Roma,26500000.0,52000.0,Right,"CB, CDM",G. Mancini
80,83,25,168,62,Italy,Inter,27500000.0,95000.0,Right,"CM, CDM",S. Sensi
80,84,24,184,72,Brazil,Olympique de Marseille,30000000.0,41000.0,Left,CM,Gerson
80,80,25,177,75,Brazil,Sport Club Corinthians Paulista,21000000.0,33000.0,Right,"RB, RM",Maikel Catarino
80,80,25,182,74,Brazil,Flamengo,17000000.0,33000.0,Right,GK,Héniton Pires
80,80,21,171,63,Brazil,Fluminense,25000000.0,23000.0,Left,"CAM, LM, LW",Laure Santeiro
80,80,33,179,80,Brazil,Internacional,10000000.0,32000.0,Right,CB,Tony Abranjes
80,86,23,176,70,Portugal,LOSC Lille,33000000.0,38000.0,Right,"CM, RM",Renato Sanches
80,85,22,179,78,Netherlands,Borussia Dortmund,33000000.0,59000.0,Right,ST,D. Malen
80,83,25,185,82,Turkey,Leicester City,25000000.0,88000.0,Right,CB,Ç. Söyüncü
80,87,22,185,78,Nigeria,Napoli,43000000.0,66000.0,Right,ST,V. Osimhen
80,84,23,174,76,Austria,VfL Wolfsburg,27500000.0,53000.0,Left,"CDM, CM",X. Schlager
80,87,24,188,85,England,Manchester United,36000000.0,70000.0,Right,GK,D. Henderson
80,85,23,183,62,Morocco,Ajax,29500000.0,17000.0,Right,RB,N. Mazraoui
80,82,29,196,81,Czech Republic,SV Werder Bremen,17500000.0,14000.0,Right,GK,J. Pavlenka
80,86,21,184,68,France,Olympique de Marseille,31000000.0,30000.0,Right,"CDM, CB",B. Kamara
80,84,24,193,88,Scotland,Manchester United,27500000.0,90000.0,Right,"CDM, CM",S. McTominay
80,89,22,190,75,Italy,Inter,44500000.0,77000.0,Left,CB,A. Bastoni
80,90,20,176,73,Brazil,Real Madrid CF,46500000.0,120000.0,Right,LW,Vinícius Jr.
80,85,24,186,84,Uruguay,Valencia CF,32000000.0,40000.0,Right,ST,M. Gómez
80,85,23,176,75,Germany,VfL Wolfsburg,32000000.0,59000.0,Right,"RM, RB, CM",R. Baku
80,84,24,186,81,Spain,Athletic Club de Bilbao,27000000.0,26000.0,Right,CB,Unai Núñez
80,86,24,180,73,Colombia,FC Porto,33500000.0,16000.0,Right,LM,L. Díaz
80,86,23,178,79,Croatia,West Ham United,33500000.0,66000.0,Right,CAM,N. Vlašić
80,87,21,176,71,Spain,Sporting CP,40500000.0,80000.0,Right,"RWB, RM",Pedro Porro
80,86,23,178,72,Ukraine,Dynamo Kyiv,33500000.0,1000.0,Left,RM,V. Tsygankov
80,80,28,175,76,Czech Republic,West Ham United,19000000.0,73000.0,Right,"RB, RWB",V. Coufal
80,88,19,178,65,England,Arsenal,45500000.0,50000.0,Left,"RM, LM, LB",B. Saka
79,79,37,171,68,Spain,Vissel Kobe,5500000.0,10000.0,Right,"CM, CAM",Iniesta
79,79,35,175,70,England,Liverpool,7000000.0,76000.0,Right,"CM, LB, RB",J. Milner
79,79,38,170,72,France,US Salernitana 1919,6000000.0,41000.0,Right,"CF, LW",F. Ribéry
79,79,33,187,82,France,FC Girondins de Bordeaux,5500000.0,24000.0,Right,GK,B. Costil
79,79,35,186,86,France,Al Hilal,7500000.0,38000.0,Right,ST,B. Gomis
79,79,33,185,85,Belgium,Guangzhou City,11000000.0,21000.0,Left,"CM, CAM, CDM",M. Dembélé
79,79,34,180,75,France,Inter Miami CF,6000000.0,11000.0,Left,"CDM, CM",B. Matuidi
79,79,34,180,70,Italy,U.C. Sampdoria,8000000.0,25000.0,Right,"RM, RWB",A. Candreva
79,79,32,183,80,Colombia,Napoli,8500000.0,48000.0,Right,GK,D. Ospina
79,79,32,180,71,Germany,Fenerbahçe SK,14000000.0,55000.0,Left,"CAM, RW",M. Özil
79,79,35,193,94,Argentina,Tigres U.A.N.L.,1900000.0,26000.0,Right,GK,N. Guzmán
79,79,34,193,91,France,AC Milan,8500000.0,48000.0,Left,ST,O. Giroud
79,79,31,186,77,Iceland,Everton,14500000.0,83000.0,Right,"CAM, CM",G. Sigurðsson
79,79,33,181,72,Spain,Granada CF,8500000.0,26000.0,Right,"CDM, CM, CAM",Montoro
79,79,31,182,80,France,Olympiacos CFP,12500000.0,2000.0,Right,"CDM, CM, CB",Y. M'Vila
79,79,32,181,78,Brazil,Tigres U.A.N.L.,11500000.0,49000.0,Right,"CDM, CM",Rafael Carioca
79,79,33,183,75,Argentina,River Plate,11000000.0,24000.0,Right,"ST, LW",M. Suárez
79,79,33,190,80,Spain,Villarreal CF,8500000.0,34000.0,Right,"CDM, CM",Iborra
79,79,31,175,66,England,West Ham United,12500000.0,66000.0,Left,"LB, CB",A. Cresswell
79,79,31,180,82,England,Burnley,12000000.0,39000.0,Left,CB,B. Mee
79,79,30,188,86,Netherlands,FC Barcelona,17000000.0,34000.0,Right,ST,L. de Jong
79,79,31,179,74,Spain,Real Sociedad,12500000.0,34000.0,Right,"CDM, CM",Illarramendi
79,79,31,178,82,Jamaica,West Ham United,15000000.0,79000.0,Right,"ST, RM",M. Antonio
79,79,30,191,80,Italy,Udinese Calcio,11500000.0,16000.0,Right,GK,M. Silvestri
79,79,28,178,73,Italy,Roma,17500000.0,64000.0,Right,"LW, LM",S. El Shaarawy
79,79,32,194,83,Serbia,Manchester United,11500000.0,100000.0,Left,CDM,N. Matić
79,79,31,182,71,Spain,Paris Saint-Germain,14500000.0,78000.0,Right,"CM, CDM",Ander Herrera
79,79,30,185,78,China PR,Guangzhou FC,17000000.0,32000.0,Right,"ST, RW, CAM",Gao Late
79,79,29,191,92,New Zealand,Burnley,17500000.0,48000.0,Right,ST,C. Wood
79,79,31,180,77,China PR,Guangzhou FC,15000000.0,32000.0,Right,ST,Ai Kesen
79,79,30,188,85,Spain,Chelsea,15000000.0,95000.0,Left,"LWB, LB",Marcos Alonso
79,79,30,180,77,Spain,Villarreal CF,15000000.0,34000.0,Right,RB,Mario Gaspar
79,79,36,168,71,Argentina,Gimnasia y Esgrima La Plata,6000000.0,18000.0,Right,"ST, CF",L. Rodríguez
79,79,29,187,73,Serbia,Sevilla FC,15000000.0,30000.0,Right,"CDM, CM, CB",N. Gudelj
79,79,29,169,72,Switzerland,Olympique Lyonnais,17000000.0,75000.0,Left,"RW, RM",X. Shaqiri
79,79,34,182,84,Morocco,Olympiacos CFP,8500000.0,2000.0,Right,ST,Y. El Arabi
79,79,33,190,81,Poland,FC Augsburg,5500000.0,23000.0,Right,GK,R. Gikiewicz
79,79,29,180,66,England,Newcastle United,17500000.0,53000.0,Right,ST,C. Wilson
79,79,34,187,82,Spain,Granada CF,5500000.0,26000.0,Right,CB,Germán
79,79,30,182,77,Spain,Leeds United,17000000.0,83000.0,Left,"CAM, ST, CM",Rodrigo
79,79,27,175,70,England,Liverpool,18500000.0,100000.0,Right,CM,A. Oxlade-Chamberlain
79,79,32,180,75,Italy,Inter,11500000.0,85000.0,Right,"CB, RB",D. D'Ambrosio
79,79,32,180,73,Spain,Elche CF,14000000.0,28000.0,Left,ST,Lucas Pérez
79,79,28,185,82,Switzerland,Arsenal,15500000.0,80000.0,Left,"CDM, CM",G. Xhaka
79,79,29,178,65,Spain,Real Betis Balompié,17000000.0,30000.0,Right,"LM, RM",Cristian Tello
